,Open,High,Close
299,702.36,706.0,700.32
300,703.67,711.6,706.63
301,715.99,721.52,706.23
302,709.13,718.48,716.49
303,711.93,716.66,710.83
304,717.06,719.25,713.31
305,723.41,724.48,715.29
306,716.75,723.5,723.18
307,712.0,718.71,712.9
308,698.38,711.86,711.12
309,697.7,702.32,701.43
310,690.49,699.75,695.7
311,696.87,697.84,692.36
312,697.63,700.64,698.21
313,690.7,697.62,693.01
314,708.26,714.17,691.02
315,707.29,708.98,705.84
316,725.42,725.77,708.14
317,716.1,723.93,723.15
318,726.3,736.12,718.77
319,755.38,760.45,759.14
320,758.0,758.13,752.67
321,769.51,769.9,753.93
322,760.46,768.05,766.61
323,753.98,761.0,759.0
324,754.01,757.31,753.2
325,749.16,754.38,751.72
326,738.0,743.83,743.09
327,743.02,745.0,736.1
328,743.97,745.45,739.15
329,745.37,747.0,740.28
330,735.77,746.24,745.69
331,738.0,742.8,737.8
332,750.06,752.8,745.29
333,738.6,750.34,749.91
334,749.25,750.85,744.95
335,750.1,757.88,750.53
336,734.59,747.25,744.77
337,736.79,738.99,733.53
338,732.01,737.75,735.3
339,742.36,745.72,738.06
340,737.46,745.0,740.75
341,736.5,742.5,742.09
342,741.86,742.0,737.6
343,736.45,743.07,737.78
344,726.37,737.47,736.09
345,726.92,732.29,728.33
346,726.81,735.5,730.49
347,720.0,726.92,726.82
348,708.12,716.44,712.82
349,698.47,705.68,705.24
350,688.59,703.79,693.97
351,706.9,708.09,695.16
352,714.99,716.49,710.89
353,718.68,719.45,712.42
354,719.0,720.0,718.85
355,703.62,718.81,718.81
356,700.32,710.89,697.77
357,708.58,713.43,705.07
358,700.01,705.98,705.75
359,688.92,700.0,699.56
360,701.45,708.4,695.85
361,707.45,713.24,706.46
362,695.03,703.08,700.91
363,710.0,712.35,697.35
364,699.0,709.75,708.4
365,692.98,698.0,691.0
366,690.26,693.75,682.4
367,675.0,689.35,683.11
368,686.86,701.31,684.12
369,672.32,699.9,678.11
370,667.85,684.03,682.74
371,703.87,703.99,683.57
372,722.81,727.0,708.01
373,770.22,774.5,726.95
374,784.5,789.87,764.65
375,750.46,757.86,752.0
376,731.53,744.99,742.95
377,722.22,733.69,730.96
378,713.67,718.24,699.99
379,713.85,718.28,713.04
380,723.58,729.68,711.67
381,723.6,728.13,725.25
382,702.18,719.19,706.59
383,688.61,706.85,698.45
384,703.3,709.98,701.79
385,692.29,706.74,694.45
386,705.38,721.92,714.72
387,730.85,734.74,700.56
388,721.68,728.75,726.07
389,716.61,718.86,716.03
390,731.45,733.23,714.47
391,730.31,738.5,726.39
392,730.0,747.18,743.62
393,746.45,752.0,742.58
394,743.0,744.06,741.84
395,769.5,769.5,758.88
396,776.6,777.6,771.0
397,766.69,779.98,776.6
398,752.92,762.99,762.51
399,749.55,751.35,748.4
400,753.47,754.21,750.31
401,751.65,754.85,750.0
402,746.13,750.0,747.77
403,746.51,754.13,739.31
404,762.42,762.68,749.43
405,750.0,760.59,758.09
406,753.0,758.08,743.4
407,741.79,748.73,747.77
408,741.16,745.71,738.87
409,752.85,755.85,749.46
410,759.17,764.23,751.61
411,757.89,764.8,762.37
412,767.77,768.73,763.25
413,753.1,768.49,766.81
414,766.01,769.0,752.54
415,768.9,775.96,762.38
416,747.11,768.95,767.04
417,748.81,754.93,742.6
418,748.46,753.41,750.26
419,748.14,752.0,748.15
420,752.0,755.28,748.28
421,757.45,762.71,755.98
422,746.53,757.92,756.6
423,738.74,742.0,738.41
424,727.58,741.41,740.0
425,729.29,731.84,725.3
426,715.6,729.49,728.96
427,729.17,731.15,717.0
428,731.0,737.8,731.23
429,732.46,741.0,735.4
430,724.4,730.59,728.32
431,730.2,734.71,724.89
432,731.5,735.41,733.76
433,729.47,739.48,731.25
434,722.0,733.1,728.11
435,718.86,724.65,722.16
436,711.06,721.62,721.11
437,715.73,718.0,710.81
438,710.5,718.26,716.92
439,707.33,712.98,712.95
440,707.38,713.62,708.49
441,701.55,719.15,712.78
442,727.5,730.0,702.0
443,646.7,657.8,651.79
444,654.15,655.87,642.61
445,664.04,664.72,650.28
446,661.18,666.82,666.1
447,664.11,664.97,662.2
448,654.66,663.13,661.74
449,653.21,659.39,651.16
450,643.15,657.81,652.3
451,642.09,648.5,646.67
452,640.0,645.99,643.61
453,641.36,644.45,639.16
454,649.24,650.61,642.36
455,638.84,649.25,645.44
456,632.0,643.01,641.47
457,607.2,627.34,626.91
458,608.37,612.09,611.29
459,603.28,608.76,608.42
460,597.28,605.0,594.97
461,610.34,614.6,594.89
462,629.77,629.77,611.97
463,616.64,627.32,625.8
464,622.05,628.93,622.36
465,627.0,627.55,622.69
466,634.4,636.49,635.44
467,636.79,640.0,629.25
468,637.79,650.9,642.9
469,635.47,637.95,635.98
470,626.7,638.7,635.14
471,625.7,625.86,623.24
472,619.75,625.78,625.77
473,613.1,624.16,621.35
474,621.22,626.52,612.72
475,612.49,616.31,614.66
476,600.0,603.47,600.7
477,617.0,619.71,606.25
478,605.59,614.34,614.34
479,602.36,612.86,597.79
480,627.54,635.8,618.25
481,632.82,636.88,630.38
482,639.4,643.59,637.61
483,610.35,631.71,628.62
484,614.91,617.45,582.06
485,573.0,614.0,589.61
486,639.78,640.05,612.48
487,655.46,662.99,646.83
488,656.6,667.0,660.9
489,661.9,664.0,656.13
490,656.8,661.38,660.87
491,655.01,659.86,657.12
492,659.32,664.5,656.45
493,663.08,665.0,659.56
494,669.2,674.9,660.78
495,639.48,643.44,633.73
496,640.23,642.68,635.3
497,645.0,645.38,642.68
498,634.33,647.86,643.78
499,628.42,634.81,629.25
500,625.34,633.06,631.21
501,631.38,632.91,625.61
502,630.0,635.22,632.59
503,628.8,633.36,631.93
504,632.83,632.83,628.0
505,621.0,634.3,627.26
506,647.0,648.17,623.56
507,661.27,663.63,644.28
508,660.89,678.64,662.1
509,655.21,673.0,662.3
510,659.24,668.88,663.02
511,649.0,674.47,672.93
512,565.12,580.68,579.85
513,560.13,566.5,560.22
514,546.76,565.85,561.1
515,532.88,547.11,546.55
516,526.29,532.56,530.13
517,523.12,523.77,520.68
518,521.05,522.73,516.83
519,523.13,526.18,525.02
520,519.5,525.25,522.86
521,521.08,524.65,523.4
522,524.73,525.69,521.84
523,526.02,526.25,520.51
524,525.01,528.61,521.52
525,537.26,537.76,531.69
526,538.87,540.9,535.23
527,540.0,540.0,537.84
528,539.64,541.5,540.48
529,539.59,543.74,538.19
530,537.21,538.25,536.69
531,531.0,538.15,536.73
532,529.37,530.98,529.26
533,528.4,529.64,528.15
534,528.0,528.3,527.2
535,531.6,533.12,532.33
536,538.42,538.98,534.61
537,529.36,538.36,536.69
538,527.56,529.2,526.69
539,533.31,534.12,526.83
540,536.35,537.2,533.33
541,537.76,540.59,536.7
542,539.91,543.5,540.31
543,532.93,543.0,539.18
544,536.79,536.79,533.99
545,537.37,538.63,532.11
546,538.01,540.61,539.78
547,532.8,540.55,539.79
548,538.12,539.0,532.32
549,540.15,544.19,540.11
550,537.95,543.84,542.51
551,538.49,542.92,539.27
552,533.98,540.66,537.36
553,532.01,534.82,532.3
554,539.18,539.27,533.85
555,533.77,539.0,538.4
556,530.56,534.32,529.62
557,531.6,533.21,529.04
558,538.37,541.98,535.7
